FULL_NAME,BIRTHDAY,KS,IDENTIFY
Đỗ Thị Tuyết Hiền,20101972,41TTT 252HH 7691,41372183022
Đinh Văn Len,07092007,63TTT 226HH 18500,63007834968
Trần An Hải,27031924,20TTT 194HH 18595,20324101047
Nguyễn Ngọc Tú Diệp,05051998,10TTT 249HH 7707,10398041226
Nguyễn Xuân Trung,19111955,11TTT 171HH 10005,11355554356
Vũ Thùy Đức,08101967,62TTT 053HH 10344,62267135462
Nguyễn Thị Luận,31111969,27TTT 034HH 8614,27369519192
Đàm Hoàng Hòa,08101947,60TTT 058HH 14372,60247135615
Tạ Hà Hân,19101953,43TTT 030HH 1541,43353088838
Lưu Xuân Thuý,09081985,21TTT 124HH 3544,21285892229
Hoàng Văn Khôi,10101972,05TTT 199HH 6535,5372406601
Nguyễn Văn Ngà,06101934,51TTT 047HH 11942,51334610503
Nguyễn Văn Anh,23071942,22TTT 033HH 4462,22242780029
Nguyễn Quỳnh Trang,28101993,52TTT 255HH 9995,52293023082
Nguyễn Minh Tình,04051953,63TTT 021HH 13318,63353247493
Nguyễn Thành Linh,02111996,62TTT 060HH 12184,62396428812
Nguyễn Văn Hạnh,30072008,27TTT 073HH 14300,27008711361
Phan Hoài Mai,03061984,22TTT 226HH 4512,22384715460
Nguyễn Ngọc Bảo Tình,06092003,54TTT 088HH 16280,54103141912
Bùi Thị Lâm,30072009,63TTT 246HH 7624,63109874073
,16111928,11TTT 200HH 7160,11228427898
Lưu Thị Ly,08112001,40TTT 121HH 5485,40101883715
Phạm Đăng Quỳnh,30021916,33TTT 092HH 7105,33316658387
Phan Thị Quyên,16101954,24TTT 121HH 2181,24254706941
Nguyễn Thị Tước,01021906,08TTT 250HH 14285,8206974561
Bùi Thị Thu Ngân,02051971,64TTT 155HH 9709,64371422046
Lưu Diệu Nhi,03091996,50TTT 249HH 18372,50396533208
Nguyễn Quốc Quỳnh,06051954,48TTT 012HH 1552,48354701850
Lưu Bảo Thạch,01071971,31TTT 134HH 19845,31271722334
Nguyễn Hoàng Phúc,16121958,56TTT 215HH 19627,56358015173
Đinh Thị Dương,13041905,03TTT 085HH 3513,3305363143
Đinh Thị Thỏa,12072007,03TTT 004HH 12327,3107820449
Trịnh Quỳnh Thùy,29111902,63TTT 227HH 7264,63302649071
Đỗ Thị Linh,16091998,21TTT 117HH 174,21298011700
Nguyễn Văn Hoàng,25091902,47TTT 083HH 13910,47302814930
Trương Thị Quyên,23091953,13TTT 169HH 11669,13353749153
Đinh Xuân Thái,21091929,43TTT 208HH 7723,43329434069
Phạm Thanh Cương,19021931,11TTT 040HH 13061,11231096430
Trần Thị Thu Hiền,11101929,20TTT 196HH 8424,20229129636
Đoàn Chenakottil Tuý,21051971,23TTT 184HH 18312,23371630876
Nguyễn Thanh Tùng,22091972,54TTT 071HH 5150,54372820092
Nguyễn Thị Sách,02081992,62TTT 135HH 2062,62292007496
Trần Văn Thoa,03091908,05TTT 157HH 4408,5208753950
Vũ Quang Tuấn,27081911,44TTT 152HH 1549,44211785180
Nguyễn Thị Minh,23031981,01TTT 094HH 7433,1281381686
Phạm Thúy Tuấn,21021971,01TTT 196HH 19949,1271486722
Trần Ngọc Tuấn,29051999,42TTT 120HH 14863,42399379507
Nguyễn Thị Thuận,16041924,18TTT 148HH 10982,18324609784
Hà Văn Thịnh,13031907,33TTT 049HH 8820,33307511370
Nguyễn Thị Quyên,27121990,32TTT 174HH 6236,32290541666
Trần Thị Ngà,17042014,02TTT 055HH 1805,2014073737
Trương Xuân Lâm,14061958,43TTT 224HH 5330,43258341047
Trần Văn Lam,07061923,37TTT 036HH 18671,37223347352
Đào Hoàng Khánh Thân,17081958,52TTT 016HH 6876,52358604952
Đặng Quang Phompanya,27082016,57TTT 135HH 7357,57116905545
Trần Khánh Đọn,24081947,48TTT 033HH 18083,48347169813
Trương Việt Linh,28081940,21TTT 148HH 16016,21340280176
Nguyễn Thị Thu Hà,31101977,09TTT 165HH 8881,9277332487
Đặng Anh Cúc,04091996,28TTT 140HH 392,28296435353
Vương Đình Tuyết,21101972,60TTT 196HH 6161,60372308839
Trần Hồng Thư,27101992,33TTT 081HH 4739,33292062262
Đinh Châu Tiến,16041937,45TTT 236HH 15653,45237954635
Nguyễn Văn Tuấn,08121935,50TTT 252HH 9271,50235841850
Trần Thị Thanh Nam,09021975,04TTT 219HH 2183,4375683082
Nguyễn Ngọc Thạch,24071950,21TTT 159HH 19975,21350781097
Trần Tuấn Sơn,05101956,08TTT 208HH 17859,8256996779
Cao Quang Thu,16021959,52TTT 083HH 5890,52259406236
Lê Thị Kim,23061904,53TTT 100HH 8089,53204084160
Trần Jae Việt,01012006,42TTT 205HH 4685,42006630719
Trịnh Xuân Thúy,14051942,53TTT 210HH 11952,53242897002
Nguyễn Linh Hải Phòng,02111912,05TTT 020HH 2813,5212438702
Nguyễn Thị Linh,16011985,08TTT 105HH 3939,8385166257
Lý Tuấn Lâm,04061992,60TTT 059HH 9265,60392584016
Trần Viết Cơ,01112013,43TTT 200HH 19447,43113676998
Nguyễn Thị Anh,15061924,09TTT 181HH 6280,9224848299
Nguyễn Văn Thái,08051989,46TTT 233HH 304,46389773957
Trịnh Minh Thủy,03101931,19TTT 167HH 8303,19231744715
Phan Đức Hợp,08061999,04TTT 066HH 2494,4399021271
Trần Khánh Hoà,12051979,60TTT 114HH 8054,60379185156
Trần Thị Dương,15051997,52TTT 052HH 19596,52297090960
Đinh Thị Ngọc,29072017,36TTT 056HH 17168,36017440433
Trần Đan Văn,31062018,09TTT 016HH 17756,9118863862
Nguyễn Thị Hà,14071921,34TTT 045HH 18946,34321576198
Chu Việt Út,08051937,43TTT 049HH 2884,43237154679
Vũ Thị Nga,13041964,12TTT 183HH 1146,12364719181
Tô Văn Long,16091930,23TTT 098HH 14169,23330291764
Nguyễn Mạnh Quân,05051931,45TTT 117HH 8904,45331681706
Tạ Ngọc Diệu Trâm,16071918,64TTT 227HH 17192,64218560506
Đỗ Thị Dương,24092012,05TTT 035HH 3046,5012354049
Nguyễn Lưu Hà Trường,17091917,25TTT 236HH 17795,25217122010
Nguyễn Văn Vi,14121928,29TTT 057HH 17093,29228258486
Đinh Thị Xuân,04091987,10TTT 210HH 248,10387619492
Đinh Huy Linh,10111985,42TTT 233HH 73,42385179567
Phạm Trường Ngọc,02031938,62TTT 021HH 14273,62338232638
Nguyễn Thành Huy,16021936,17TTT 255HH 16373,17336065944
Tô Thị Diễm,19121969,13TTT 101HH 1380,13269358668
Nguyễn Văn Thành,14041996,52TTT 152HH 10003,52296902745
Park Thị Quyên,16091958,54TTT 162HH 6990,54258416399
Nguyễn Trà Hằng,21021925,48TTT 136HH 18162,48225056901
Nguyễn Mạnh Anh,04111942,54TTT 011HH 16888,54342305205
Nguyễn Thị Liên,24081937,53TTT 076HH 932,53237062105
Lưu Văn Xuyên,31041957,54TTT 089HH 19160,54257508484
Đỗ Duy Nhâm,06121922,59TTT 038HH 3626,59322218732
Trần Thị Tình,13081945,32TTT 063HH 9213,32245102636
Nguyễn Hoàng Hà,02081947,23TTT 156HH 7182,23347020622
Dương Thị Ngọc,17062012,09TTT 005HH 13948,9112206836
Nguyễn Hoàng Đóa,05022000,13TTT 234HH 3510,13000740144
Kiều Minh Duy,10121921,57TTT 196HH 2713,57321207891
Trần Thu Len,01091935,09TTT 220HH 19130,9235942472
Đỗ Thị Ngọc Hà,09051980,26TTT 141HH 14241,26280634432
Lưu Bảo Long,02011965,31TTT 253HH 18465,31365690035
Nguyễn Thị Nhung,27121986,15TTT 160HH 12981,15386590354
Đặng Quỳnh Hòa,16111961,10TTT 056HH 9370,10361948378
Nguyễn Thị Huy,14081908,10TTT 216HH 17718,10208074589
Nguyễn Ngọc Mẫn,08011941,16TTT 181HH 11307,16241576130
Hoàng Chí Châu,04021936,18TTT 172HH 7241,18336523344
Đàm Thị Thành,05021928,44TTT 079HH 17128,44228125695
Nguyễn Huy Anh,02041925,03TTT 155HH 8332,3225162641
Trương Thu Anh,11031924,09TTT 025HH 16522,9224885097
Phạm Thị Kim Hoa,22082008,13TTT 232HH 7620,13108073004
Phùng Thị Thùy Nam,27021992,58TTT 117HH 19722,58292360106
Nguyễn Văn Hiển,30021941,40TTT 089HH 18786,40241897470
Lã Thị Phúc,30081989,55TTT 024HH 6652,55389561425
Nguyễn Phương Tuệ Hà,13011937,51TTT 107HH 8107,51337102799
Nguyễn Hoàng Thư,30012009,14TTT 076HH 1185,14009392788
Phan Thùy Hoài,28031977,63TTT 081HH 13953,63277498943
Trịnh Anh Sơn,04081930,24TTT 080HH 4159,24230693457
Trương Văn Liên,15061960,64TTT 082HH 10426,64260586523
Phan Xuân Tuấn,29081975,02TTT 001HH 9586,2275074386
Nguyễn Văn Tâm,04102016,11TTT 108HH 15340,11116767220
Tạ Ánh Trang,07081967,21TTT 196HH 1830,21367505628
Trần Thu Hoài,24031954,44TTT 216HH 11995,44254737317
Nguyễn Thị Hà,01101988,51TTT 116HH 7306,51388432802
Vũ Ngọc Phúc,08091933,03TTT 255HH 13045,3333578130
Lê Thị Linh,03011978,54TTT 170HH 16076,54378479098
Lê Quang Dung,08101984,06TTT 233HH 19854,6384117086
Vũ Văn Hiếu,16022008,45TTT 193HH 7011,45008020578
Đoàn Thị Anh,23071984,57TTT 206HH 1389,57284079522
Nguyễn Thị Long,06091935,41TTT 192HH 13771,41235572294
Võ Văn Văn,06072018,52TTT 007HH 15102,52118176914
Nguyễn Ngọc Linh,19121955,14TTT 145HH 7434,14255613724
Nguyễn An Hương,17091973,58TTT 166HH 15326,58273573615
Nguyễn Thị Anh,19042000,46TTT 021HH 13580,46000228314
Trần Văn Liên,23021908,09TTT 075HH 268,9308890986
Lưu Lưu Hà Chi,24011942,10TTT 122HH 17765,10342289345
Đồng Phạm Phúc Liên,17061956,28TTT 065HH 12388,28256789379
Trần Thị Quỳnh,02021904,28TTT 095HH 16553,28204989279
Nguyễn Quang Điệp,15102014,44TTT 031HH 5806,44014791721
Lê Văn Vănthư,26031996,02TTT 011HH 18963,2396846915
Nguyễn Thế Tuấn Mai,25041968,34TTT 080HH 19364,34368155627
Nguyễn Hoài Quỳnh,02081954,39TTT 187HH 1138,39354309009
Bùi Quang Dinh,05041942,63TTT 027HH 18149,63242023168
Đỗ Như Bảo Long,16101967,35TTT 179HH 13038,35267853596
Phùng Ngọc Đặng,03111993,57TTT 020HH 16768,57293172476
Nguyễn Anh Quyên,31011926,15TTT 128HH 8491,15226095135
Lê Thị Ánh Hòa,25101924,04TTT 042HH 10066,4324979444
Đỗ Văn Tiến,29031993,48TTT 016HH 16356,48293506574
Đào Cường Tuệ,15021980,24TTT 159HH 7343,24380802103
Trần Đan Cành,04081980,08TTT 203HH 5482,8380112671
Nguyễn Thị Tố Thành,04071962,39TTT 023HH 14878,39362816221
Trần Huy Nga,11041916,28TTT 070HH 9660,28216515425
Hoàng Tuấn Yên,05011939,56TTT 112HH 2378,56239053303
Nguyễn Như Thành,27021989,22TTT 256HH 3301,22389951901
Nguyễn Anh Oánh,29091995,46TTT 210HH 13171,46295011331
Lê Hải Việt,30011963,22TTT 148HH 9142,22363281712
Trần Hoàng Khánh Angelina,22051947,50TTT 197HH 3422,50347760615
Nguyễn Phạm Phúc Yến,26051927,11TTT 090HH 3716,11327401411
Đỗ Thị Thu Tĩnh,28081941,18TTT 011HH 18816,18341190243
Trần Quang Tuấn Hà,19091999,61TTT 060HH 19675,61399171508
Nguyễn Minh Vinh,28062007,38TTT 134HH 13099,38007976116
Đặng Việt Tình,12092017,25TTT 244HH 12596,25117637039
Nguyễn Thị Kim Prakash,18031994,32TTT 206HH 1996,32294528573
Trần Huy Phương,22101969,58TTT 236HH 4370,58369020443
Đinh Diệu Thuý,21091907,16TTT 214HH 6334,16207313176
Hoàng Thị Linh Nguyên,10111921,32TTT 058HH 11665,32221761089
Vũ Thanh Đức,16081943,41TTT 006HH 7648,41343654939
Nguyễn Phạm Phúc Thiết,13071942,23TTT 230HH 8986,23342729294
Đỗ Tuấn Khuê,30091906,33TTT 211HH 9569,33206028686
Doãn Xuân Tươi,29041903,18TTT 186HH 17283,18303863151
Lê Thị Tuyết Dung,12101914,01TTT 137HH 11658,1214847830
Lê Thị Phú,08071973,23TTT 022HH 4997,23373848433
Ninh Thị Kim Hương,01121959,38TTT 026HH 9100,38359043565
Trương Thị Trường,01071947,43TTT 099HH 75,43247215064
Lê Hồng Nga,29121979,25TTT 169HH 14314,25379194017
Nguyễn Quang Ninh,25091967,46TTT 016HH 6598,46367924696
Đăng Văn Hà,11091961,41TTT 118HH 9857,41261584237
Ngô Thu Tú,06041988,10TTT 063HH 6669,10288330072
Nguyễn Đắc Vinh,10011964,18TTT 124HH 896,18264972221
Võ Minh Ngọc,02121937,54TTT 160HH 5879,54337840392
Bùi Ngọc Bảo Đức,08011967,34TTT 025HH 5104,34367108867
Bùi Thanh Tĩnh,15111973,34TTT 046HH 13143,34373320353
Hoàng Thành Quyến,24071955,64TTT 006HH 4559,64355524007
Phạm Thị Nhân,07121986,14TTT 128HH 6161,14286825058
Vũ Ngọc Hoa,30071934,10TTT 168HH 18341,10334039662
Nguyễn Thị Phương Vũ,26021923,35TTT 153HH 11527,35223556060
Phạm Nam Mạc,24031938,10TTT 093HH 1762,10238117561
Nguyễn Thị Minh Hương,15122010,17TTT 229HH 19321,17110641685
Đặng Thị Vân Angelina,13061924,03TTT 147HH 7008,3224134888
Nguyễn Thị Tuấn,25011905,64TTT 233HH 17650,64305211573
Tạ Thùy Linh,02111995,60TTT 049HH 16501,60295667880
Nguyễn Thị Trang,19051962,17TTT 002HH 3708,17262169801
Nguyễn Thị Phượng,30061923,60TTT 064HH 9441,60323076785
Nguyễn Trần Khánh Ngà,12111980,64TTT 151HH 9849,64280183627
Trịnh Thị Huyền Thông,01011947,41TTT 197HH 18104,41347248657
Trương Thị Hưng,04101918,02TTT 160HH 9218,2318136026
Đặng Phàn Lê Thưởng,31071915,30TTT 001HH 11143,30315961659
Trương Tuệ Dung,12121956,60TTT 136HH 1678,60256242917
Nguyễn Thủy Minh,21011994,02TTT 135HH 14576,2294501713
Tạ Nhật Đăng,26051959,37TTT 138HH 8821,37259057215
Nguyễn Thị Linh,22032004,18TTT 124HH 17682,18104393746
Đòan Đức Hân,01031923,48TTT 241HH 16196,48323537168
Đỗ Minh Hoàng,15081931,02TTT 194HH 16953,2331947068
Nguyễn Thị Minh Ly,30062000,60TTT 068HH 6592,60100675914
Nguyễn Thị Bích Phượng,12111998,11TTT 215HH 5411,11398742321
Nguyễn Thị Sơn,11031942,10TTT 193HH 10956,10342855016
Đỗ Thị Nhân,04101989,07TTT 214HH 1264,7289639952
Nguyễn Xuân Quyên,12032015,31TTT 259HH 15693,31015644264
Nguyễn Quỳnh Mai,22121926,02TTT 063HH 16575,2226089353
Phan Phương Thu,23071902,21TTT 101HH 6290,21202698693
Lê Phạm Gia Trang,17071992,20TTT 187HH 12095,20392124142
Nguyễn Ngọc Vănthư,03111982,37TTT 167HH 11038,37382854293
Lê Lê Lê,03071953,21TTT 085HH 11718,21253299286
Tạ Khắc Linh,31071978,40TTT 233HH 8275,40278206344
Nguyễn Thị Hoài Duy,12081941,63TTT 196HH 11799,63241959461
Đỗ Ánh Linh,07061978,03TTT 203HH 16628,3378073068
Lưu Thị Kim Hậu,22031930,01TTT 248HH 9360,1330747022
Đặng Phương Tuấn,31061990,44TTT 134HH 9892,44290931041
Nguyễn Thị Thanh Hương,26121989,15TTT 104HH 3107,15289273153
Phùng Hữu Diệp,22082018,17TTT 192HH 18957,17118990946
Nguyễn Hoàng Anh,01111930,41TTT 257HH 7658,41230078994
Phạm Quang Hân,05081996,48TTT 096HH 6183,48396511457
Trần Thị Thỏa,04122001,27TTT 199HH 7554,27101929297
Đào Việt Thái,10091990,01TTT 020HH 3617,1290954066
Nguyễn Văn Thùy,01051951,18TTT 200HH 1093,18351234200
Nguyễn Ngọc Yến,22071940,49TTT 258HH 4486,49240089809
Vũ Văn Liên,09071957,47TTT 145HH 8978,47357154206
Vũ Văn Uyên,18121904,37TTT 026HH 8715,37204811740
Vũ Ngọc Minh Mạnh,24101931,26TTT 248HH 12209,26231753023
Trần Hoài Lan,11031931,28TTT 013HH 19944,28231374438
Phạm Thùy Tình,18011997,16TTT 030HH 17596,16397524663
Trần Thị Thu Ánh,05031954,44TTT 036HH 13447,44354155795
Nguyễn Thị Anh,03111976,31TTT 039HH 6275,31376755054
Nguyễn Thị Huyền,30111954,09TTT 172HH 11783,9354903596
Nguyễn An Chinh,07071915,22TTT 042HH 14526,22215773657
Bùi Thị Tuyết Thụ,22012008,38TTT 240HH 17986,38008892758
Trịnh Thúy Sơn,04061938,56TTT 000HH 11162,56338508274
Vũ Thị Liên,09111984,06TTT 256HH 11425,6384634707
Trần Viết Đức Thuỷ,18061913,47TTT 013HH 11284,47313634610
Nguyễn Thị Khanh,10061998,15TTT 078HH 8381,15298684371
Ninh Thị Tâm,03031972,31TTT 027HH 2219,31372136067
Chu Thị Thùy Hiển,19011924,55TTT 173HH 6769,55324003470
Nguyễn Thị Linh Hoài,16012005,21TTT 127HH 12038,21105485796
Trần Văn Luận,10082010,55TTT 099HH 13838,55010937326
Trương Mạnh Tú,18111932,27TTT 032HH 11332,27232656573
Trần Hoàng Minh Quyên,29011924,46TTT 008HH 11194,46224060689
Trịnh Thế Hiền,29111967,04TTT 179HH 19407,4367342243
Cao Thị Tuệ,11012002,27TTT 230HH 14927,27002834415
Nguyễn Mai Trung,02062001,48TTT 232HH 4301,48001677937
Hoàng Thị Tuấn,17121942,08TTT 192HH 12163,8242930749
Nguyễn Đức Mạnh,13042002,27TTT 162HH 3291,27102425093
Đặng Thị Thu Oanh,15011926,19TTT 096HH 18606,19226563098
Nguyễn Văn Vănthư,25121931,11TTT 080HH 14870,11331565731
Nguyễn Thị Tỵ,28081905,27TTT 162HH 3755,27305170471
Nguyễn Đức Liệp,30071977,11TTT 228HH 11430,11277330503
Nguyễn Thị Mai Quỳnh,31041949,48TTT 223HH 10647,48249909013
Nguyễn Xuân Lê Phòng,20031985,44TTT 178HH 4732,44285542220
Trần Văn Thỏa,28041974,51TTT 094HH 2563,51274061525
Đỗ Khánh Cường,23091973,19TTT 084HH 529,19273659447
Đặng Bảo Quỳnh,09121907,17TTT 177HH 15801,17207075759
Nguyễn Thị Hường,18091980,31TTT 210HH 13084,31280932433
Đỗ Hưng Thanh,07121931,44TTT 085HH 7995,44231906714
Nguyễn Văn Phong,29121905,52TTT 233HH 15121,52205424100
Nguyễn Thị Thu Sơn,11021917,27TTT 052HH 14957,27317418521
Vũ Văn Thanh,26091972,64TTT 028HH 15561,64372120837
Trần Hoàng Ly,23101991,21TTT 084HH 2304,21291029830
Trần Xuân Hải,07031903,62TTT 166HH 18792,62303164699
Nguyễn Phương Hưng,15101949,43TTT 149HH 37,43249009705
Phạm Thị Thịnh,01061966,31TTT 061HH 1858,31366246034
Đào Thị Anh,17021944,32TTT 002HH 16107,32344933366
Tạ Văn Lanh,27041914,38TTT 125HH 640,38314112318
Nguyễn Văn Liên,16041915,61TTT 075HH 18403,61315132321
Đăng Gia Ngân,19101934,59TTT 039HH 8182,59234955676
Nguyễn Hùng Thoa,08021902,49TTT 094HH 13337,49202161716
Đặng Thị Linh,03101973,07TTT 137HH 17641,7373579111
Trần Tuấn Hùng,08061940,17TTT 215HH 9650,17340048829
Nguyễn Thái Nam,14071954,46TTT 246HH 11604,46254857074
Nguyễn Thị Huy,05061907,53TTT 229HH 1116,53207479262
Nguyễn Văn Huế,23051996,55TTT 035HH 480,55396470857
Trần Thế Tuấn,27022006,13TTT 228HH 10655,13006764123
Lê Minh Mai,23071969,54TTT 253HH 3127,54369658609
Nguyễn Thị Hường,16071978,16TTT 080HH 9239,16278787442
Nguyễn Văn Phòng,11071994,05TTT 175HH 6076,5394522927
Cún Thị Thu Trang,24051997,25TTT 158HH 10360,25397230381
Đăng Thị Hà,09121960,61TTT 201HH 7881,61260001889
Balakrishnan Văn Hiệu,13011915,11TTT 036HH 6304,11315692073
Bùi Thị Lâm,12042009,41TTT 034HH 1091,41009367588
Lê Văn Khanh,12011909,24TTT 127HH 16847,24309902174
Nguyễn Văn Duy,07061915,44TTT 223HH 6978,44315697437
Nguyễn Văn Khải,10071925,52TTT 030HH 3538,52325231151
Vũ Trường Hoa,13051965,33TTT 058HH 8394,33265370578
Trương Hải Hường,10092000,28TTT 183HH 12964,28000404672
Nguyễn Phúc Liệp,06121984,54TTT 254HH 17789,54384797007
Bùi Việt Dũng,30041929,03TTT 118HH 6191,3329603186
Bùi Thị Thúy Hiệp,09081948,06TTT 095HH 19537,6348287291
Nguyễn Hoàng Anh,15092009,32TTT 061HH 12334,32009392141
Phan Minh Sơn,05101958,44TTT 115HH 3466,44258278447
Nguyễn Hải Mai,28061913,08TTT 141HH 15541,8213457660
Tạ Duy Hoan,22031986,21TTT 224HH 9535,21286202061
Đỗ Vi Cường,16041995,13TTT 134HH 16545,13395453630
Đinh Thị Hằng,11021912,13TTT 041HH 15711,13212789081
Ninh Anh Luyến,01032009,13TTT 071HH 18945,13109642385
Phùng Thùy Tùng,26101930,10TTT 113HH 8929,10230497012
Trịnh Minh Khôi,08101999,48TTT 258HH 19492,48299310253
Nguyễn Hồng Trung,29081924,03TTT 056HH 7406,3224290478
Nguyễn Thị Nhật,15071985,09TTT 173HH 4101,9285863051
Nguyễn Bảo Hương,03041971,39TTT 066HH 2191,39371445301
Kiều Ngọc Hằng,22072007,60TTT 239HH 7159,60007081831
Kim Thu Tịch,06032000,24TTT 184HH 7925,24000296357
Nguyễn Thị Hoài Huy,06092017,47TTT 125HH 7333,47017819236
Ngô Minh Dũng,31031952,26TTT 203HH 9538,26352040625
Nguyễn Hải Phú,23081934,07TTT 080HH 19036,7234148955
Phùng Thị Vũ,05071907,16TTT 109HH 19901,16307794998
Nguyễn Thị Nghĩa,07081983,03TTT 065HH 6513,3383117018
Đàm Văn Huy,08111924,01TTT 233HH 3044,1324531115
Lê Văn Tiến,28071935,19TTT 150HH 12151,19235753030
Trần Thị Hoà,20071983,01TTT 065HH 7438,1283597074
Nguyễn Phương Liên,22031966,22TTT 113HH 15586,22266160744
Trần Mai Ngọc,01021973,27TTT 141HH 16417,27273023308
Trần Bảo Hải,23021967,25TTT 210HH 19942,25367774280
,08111960,38TTT 254HH 7444,38360949912
Trần Thanh Lâm,18041989,49TTT 153HH 10469,49389734053
Lưu Đức Trường,20071955,06TTT 154HH 18133,6255585223
Nghiêm Thị Lan,03062009,43TTT 056HH 7253,43109639600
Phạm Thanh Quỳnh,10111939,06TTT 248HH 10658,6239542905
Vũ Hồng Thành,09011911,59TTT 234HH 17862,59311152098
Nguyễn Thị Hoa,14122001,12TTT 123HH 8756,12001419532
Đào Văn Nguyệt,21091949,56TTT 072HH 11986,56349146675
Nguyễn Thị Ngọc Khôi,18081982,37TTT 056HH 3160,37282158975
Đào Vũ Quỳnh Linh,08091924,32TTT 241HH 2599,32224761803
Nguyễn Văn Dũng,11041946,40TTT 154HH 15146,40346947430
Nguyễn Văn Hoa,05092010,09TTT 058HH 10541,9110118365
Nguyễn Thu Châu,13031976,47TTT 234HH 10866,47376136779
Trần Thị Vy,31091979,07TTT 126HH 14881,7379048772
Nguyễn Thị Thanh Thúy,29031903,49TTT 137HH 17421,49303072208
Nguyễn Hữu Tuấn,22011949,44TTT 019HH 13423,44349780968
Triệu Đức Đức,20011922,41TTT 044HH 15108,41222338487
Nguyễn Minh Cơ,10031947,13TTT 216HH 11706,13247986053
Nguyễn Văn Bảy,24011928,39TTT 051HH 9124,39328815868
Trần Phương Quang,31041926,02TTT 001HH 18648,2326845115
Lại Hoàng Liên,14041912,12TTT 144HH 9069,12312099326
Lê Hoàng Thái,28111930,48TTT 012HH 2296,48230946621
Ngô Anh Thỏa,15091907,34TTT 191HH 382,34307823308
Trần Đình Anh,18111954,26TTT 070HH 17812,26254766668
Nguyễn Nhật Anh Dũng,21102005,40TTT 128HH 5187,40005104351
Trần Văn Thành,31051992,61TTT 031HH 6975,61292554774
Trương Thúy Hữu,13121983,33TTT 078HH 13981,33383082662
Nguyễn Thị Thắm,06091904,14TTT 104HH 4333,14204882665
Lê Phi Hòa,01111925,57TTT 027HH 117,57325567112
Trương Xuân Lâm,01061967,62TTT 167HH 17039,62367931851
Nguyễn Thu Bình,29041971,57TTT 012HH 17016,57271328539
Nguyễn Thị Sơn,24111973,09TTT 186HH 16213,9373853686
Nguyễn Thị Bích Sơn,31091918,37TTT 240HH 17015,37218994001
Phan Minh Linh,02051906,64TTT 245HH 2898,64206558585
Phạm Thị Tùng,27061904,14TTT 091HH 11556,14204275174
Phạm Thị Thanh Mạnh,04061954,19TTT 105HH 19034,19254956891
Nguyễn Việt Thỏa,22071938,17TTT 214HH 16511,17238427500
Trần Thị Thu Hà,02051929,28TTT 059HH 2043,28229974881
Nguyễn Đức An Di,09121967,18TTT 162HH 12611,18367521805
Lê Diệp Hằng,28061915,55TTT 098HH 14085,55215647078
Nguyễn Lâm Lộc,02091957,27TTT 204HH 5583,27257909568
Lê Việt Anh,02032009,01TTT 200HH 5382,1009711264
Tạ Thị Hùng,28081953,38TTT 060HH 8228,38353613832
Nguyễn Thị Huy,19031950,01TTT 206HH 7846,1350993314
Nguyễn Thị Thủy,27031982,33TTT 092HH 6858,33382215345
Đào Quỳnh Ly,26072013,57TTT 118HH 1027,57013881078
Nguyễn Quang Hạnh,21051981,05TTT 057HH 18333,5381622251
Phạm Thanh Trúc,15041966,03TTT 258HH 10387,3366514728
Đặng Thanh Sửu,06071927,45TTT 151HH 2319,45327957141
Lê Trung Linh,13041963,06TTT 071HH 14376,6263092405
Trần Văn San,20041933,41TTT 063HH 18639,41333144005
Nguyễn Xuân Thủy,05062011,46TTT 101HH 8124,46111544733
Nguyễn Ngọc Minh Khôi,19111931,56TTT 157HH 12687,56331005568
Hoàng Minh Nhi,22111917,15TTT 114HH 9833,15217512086
Đinh Đức Chinh,29071919,33TTT 115HH 2686,33319698702
Hà Thị Liên,30101934,51TTT 236HH 15754,51234533894
,09041999,32TTT 068HH 6084,32299676294
Trần Ngọc Bảo Hải,29032015,59TTT 249HH 3158,59115707167
Trịnh Việt Chung,22011964,36TTT 184HH 3565,36364168541
Trần Hồng Hiếu,28121978,09TTT 158HH 19412,9278110740
Phạm Thị Linh,19121989,38TTT 118HH 6470,38289536950
Lưu Phúc Gia Anh,22042009,53TTT 170HH 8534,53109655331
Trần Văn Anh,10111960,07TTT 121HH 18467,7260535254
Trương Khôi Thùy,25101987,20TTT 065HH 10071,20387604631
Nguyễn Tú Nhẫn,01101939,02TTT 205HH 6599,2239549575
Nguyễn Duy Hiền,29041910,26TTT 014HH 16541,26310948434
Nguyễn Thị Hân,17061935,32TTT 101HH 1891,32335036758
Vũ Tuấn Khánh,04091983,13TTT 060HH 14198,13383668696
Trần Thị Hiền,24111904,58TTT 120HH 2662,58304460394
Nguyễn Khánh Hùng,02022004,30TTT 007HH 10979,30004700970
Lê Mai Phức,17021919,30TTT 090HH 991,30219729651
Nguyễn Thị Linh,22072007,39TTT 023HH 12507,39007398959
Phan Thị Thanh Mai,26031947,56TTT 169HH 13043,56247159666
Phạm Thiị Tiến,30082017,21TTT 107HH 2086,21017895144
Phạm Văn Thu,10081998,59TTT 162HH 4165,59298076301
Lê Thị Khanh,26022018,36TTT 220HH 4157,36118016947
Trịnh Hồng Phương,03051939,40TTT 032HH 18074,40339685021
Trương Thanh Lan,11081902,45TTT 003HH 1147,45302576779
Bùi Thị Thùy Hương,22092014,09TTT 054HH 11466,9114875826
Lê Thị Chi,16031960,09TTT 078HH 14493,9260284044
